year,city,dtype,path,rows,usable_price_rows,usable_price_rate,geo_valid_rate,source,trust,is_synthetic
2020,杭州,客群画像,2020年\客群画像-杭州.csv,5,,,,llm_generated,L3,True
2020,杭州,楼盘,2020年\杭州.csv,1583,20.0,0.013,,cloned_synthetic,L3,True
2020,青岛,客群样本,2020年\客群样本-青岛.csv,5000,,,,llm_generated,L3,True
2020,青岛,客群画像,2020年\客群画像-青岛.csv,5,,,,llm_generated,L3,True
2020,青岛,楼盘,2020年\青岛.csv,1101,36.0,0.033,,cloned_synthetic,L3,True
2021,三亚,客群样本,2021年\客群样本-三亚.csv,5000,,,,llm_generated,L3,True
2021,三亚,客群画像,2021年\客群画像-三亚.csv,6,,,,llm_generated,L3,True
2021,三亚,楼盘,2021年\三亚.csv,287,14.0,0.049,,cloned_synthetic,L3,True
2021,上海,客群样本,2021年\客群样本-上海.csv,5000,,,,llm_generated,L3,True
2021,上海,客群画像,2021年\客群画像-上海.csv,5,,,,llm_generated,L3,True
2021,上海,楼盘,2021年\上海.csv,1289,21.0,0.016,,cloned_synthetic,L3,True
2021,杭州,客群样本,2021年\客群样本-杭州.csv,5000,,,,llm_generated,L3,True
2021,杭州,客群画像,2021年\客群画像-杭州.csv,5,,,,llm_generated,L3,True
2021,杭州,楼盘,2021年\杭州.csv,1583,65.0,0.041,,cloned_synthetic,L3,True
2021,青岛,客群样本,2021年\客群样本-青岛.csv,5000,,,,llm_generated,L3,True
2021,青岛,客群画像,2021年\客群画像-青岛.csv,5,,,,llm_generated,L3,True
2021,青岛,楼盘,2021年\青岛.csv,1101,67.0,0.061,,cloned_synthetic,L3,True
2022,三亚,客群样本,2022年\客群样本-三亚.csv,5000,,,,llm_generated,L3,True
2022,三亚,客群画像,2022年\客群画像-三亚.csv,6,,,,llm_generated,L3,True
2022,三亚,楼盘,2022年\三亚.csv,287,26.0,0.091,,cloned_synthetic,L3,True
2022,上海,客群样本,2022年\客群样本-上海.csv,5000,,,,llm_generated,L3,True
2022,上海,客群画像,2022年\客群画像-上海.csv,5,,,,llm_generated,L3,True
2022,上海,楼盘,2022年\上海.csv,1289,37.0,0.029,,cloned_synthetic,L3,True
2022,杭州,客群样本,2022年\客群样本-杭州.csv,5000,,,,llm_generated,L3,True
2022,杭州,客群画像,2022年\客群画像-杭州.csv,5,,,,llm_generated,L3,True
2022,杭州,楼盘,2022年\杭州.csv,1583,89.0,0.056,,cloned_synthetic,L3,True
2022,青岛,客群样本,2022年\客群样本-青岛.csv,5000,,,,llm_generated,L3,True
2022,青岛,客群画像,2022年\客群画像-青岛.csv,5,,,,llm_generated,L3,True
2022,青岛,楼盘,2022年\青岛.csv,1101,131.0,0.119,,cloned_synthetic,L3,True
2023,三亚,客群样本,2023年\客群样本-三亚.csv,5000,,,,llm_generated,L3,True
2023,三亚,客群画像,2023年\客群画像-三亚.csv,6,,,,llm_generated,L3,True
2023,三亚,楼盘,2023年\三亚.csv,258,43.0,0.167,,cloned_synthetic,L3,True
2023,上海,客群样本,2023年\客群样本-上海.csv,5000,,,,llm_generated,L3,True
2023,上海,客群画像,2023年\客群画像-上海.csv,5,,,,llm_generated,L3,True
2023,上海,楼盘,2023年\上海.csv,1160,65.0,0.056,,cloned_synthetic,L3,True
2023,杭州,客群样本,2023年\客群样本-杭州.csv,5000,,,,llm_generated,L3,True
2023,杭州,客群画像,2023年\客群画像-杭州.csv,5,,,,llm_generated,L3,True
2023,杭州,楼盘,2023年\杭州.csv,1425,150.0,0.105,,cloned_synthetic,L3,True
2023,青岛,客群样本,2023年\客群样本-青岛.csv,5000,,,,llm_generated,L3,True
2023,青岛,客群画像,2023年\客群画像-青岛.csv,5,,,,llm_generated,L3,True
2023,青岛,楼盘,2023年\青岛.csv,991,118.0,0.119,,cloned_synthetic,L3,True
2024,三亚,客群样本,2024年\客群样本-三亚.csv,5000,,,,llm_generated,L3,True
2024,三亚,客群画像,2024年\客群画像-三亚.csv,6,,,,llm_generated,L3,True
2024,三亚,楼盘,2024年\三亚.csv,258,24.0,0.093,,cloned_synthetic,L3,True
2024,上海,客群样本,2024年\客群样本-上海.csv,5000,,,,llm_generated,L3,True
2024,上海,客群画像,2024年\客群画像-上海.csv,5,,,,llm_generated,L3,True
2024,上海,楼盘,2024年\上海.csv,1160,99.0,0.085,,cloned_synthetic,L3,True
2024,杭州,客群样本,2024年\客群样本-杭州.csv,5000,,,,llm_generated,L3,True
2024,杭州,客群画像,2024年\客群画像-杭州.csv,5,,,,llm_generated,L3,True
2024,杭州,楼盘,2024年\杭州.csv,1425,149.0,0.105,,cloned_synthetic,L3,True
2024,青岛,客群样本,2024年\客群样本-青岛.csv,5000,,,,llm_generated,L3,True
2024,青岛,客群画像,2024年\客群画像-青岛.csv,5,,,,llm_generated,L3,True
2024,青岛,楼盘,2024年\青岛.csv,991,89.0,0.09,,cloned_synthetic,L3,True
2025,三亚,客群样本,2025年\客群样本-三亚.csv,5000,,,,llm_generated,L3,True
2025,三亚,客群画像,2025年\客群画像-三亚.csv,6,,,,llm_generated,L3,True
2025,三亚,楼盘,2025年\三亚.csv,258,35.0,0.136,,cloned_synthetic,L3,True
2025,上海,客群样本,2025年\客群样本-上海.csv,5000,,,,llm_generated,L3,True
2025,上海,客群画像,2025年\客群画像-上海.csv,5,,,,llm_generated,L3,True
2025,上海,楼盘,2025年\上海.csv,1160,155.0,0.134,,cloned_synthetic,L3,True
2025,杭州,客群样本,2025年\客群样本-杭州.csv,5000,,,,llm_generated,L3,True
2025,杭州,客群画像,2025年\客群画像-杭州.csv,5,,,,llm_generated,L3,True
2025,杭州,楼盘,2025年\杭州.csv,1425,163.0,0.114,,cloned_synthetic,L3,True
2025,青岛,客群样本,2025年\客群样本-青岛.csv,5000,,,,llm_generated,L3,True
2025,青岛,客群画像,2025年\客群画像-青岛.csv,5,,,,llm_generated,L3,True
2025,青岛,楼盘,2025年\青岛.csv,991,81.0,0.082,,cloned_synthetic,L3,True
2026,三亚,客群样本,2026年\客群样本-三亚.csv,5000,,,,llm_generated,L3,True
2026,三亚,客群画像,2026年\客群画像-三亚.csv,6,,,,llm_generated,L3,True
2026,三亚,楼盘,2026年\三亚.csv,51,27.0,0.529,,anjuke_real,L2,False
2026,三亚,楼盘,2026新楼盘\新楼盘-三亚.csv,479,188.0,0.392,,anjuke_real,L2,False
2026,上海,客群样本,2026年\客群样本-上海.csv,5000,,,,llm_generated,L3,True
2026,上海,客群画像,2026年\客群画像-上海.csv,5,,,,llm_generated,L3,True
2026,上海,楼盘,2026年\上海.csv,174,107.0,0.615,,anjuke_real,L2,False
2026,上海,楼盘,2026新楼盘\新楼盘-上海.csv,2149,602.0,0.28,,anjuke_real,L2,False
2026,杭州,客群样本,2026年\客群样本-杭州.csv,5000,,,,llm_generated,L3,True
2026,杭州,客群画像,2026年\客群画像-杭州.csv,5,,,,llm_generated,L3,True
2026,杭州,楼盘,2026年\杭州.csv,195,112.0,0.574,,anjuke_real,L2,False
2026,杭州,楼盘,2026新楼盘\新楼盘-杭州.csv,2639,868.0,0.329,,anjuke_real,L2,False
2026,青岛,客群样本,2026年\客群样本-青岛.csv,5000,,,,llm_generated,L3,True
2026,青岛,客群画像,2026年\客群画像-青岛.csv,5,,,,llm_generated,L3,True
2026,青岛,楼盘,2026年\青岛.csv,65,51.0,0.785,,anjuke_real,L2,False
2026,青岛,楼盘,2026新楼盘\新楼盘-青岛.csv,1836,627.0,0.342,,anjuke_real,L2,False
